Date,Commodity,Price,Return,Vol_30d_annual,Vol_90d_annual,Risk_30d,Risk_90d
2018-06-01,CORN.CSV,391.5,-0.006345177664974666,0.1770169291099733,0.15551729300229358,Low,Low
2018-06-04,CORN.CSV,380.75,-0.027458492975734328,0.19035612903805305,0.1610350890517746,Low,Low
2018-06-05,CORN.CSV,383.75,0.007879185817465606,0.19107071262898556,0.16130333099640262,Low,Low
2018-06-06,CORN.CSV,378.25,-0.014332247557003241,0.19467354263997746,0.16323956520441846,Low,Low
2018-06-07,CORN.CSV,376.25,-0.005287508261731633,0.19059001219425664,0.16326650771503542,Low,Low
2018-06-08,CORN.CSV,377.75,0.003986710963455042,0.19109121022457382,0.162930247536382,Low,Low
2018-06-11,CORN.CSV,367.25,-0.027796161482462,0.20421853277490645,0.16969002686179815,Moderate,Low
2018-06-12,CORN.CSV,377.5,0.02791014295439065,0.2202278240546547,0.17589761466665957,Moderate,Low
2018-06-13,CORN.CSV,376.0,-0.003973509933774877,0.21735955830911058,0.17604804241201977,Moderate,Low
2018-06-14,CORN.CSV,363.0,-0.034574468085106336,0.23733397263276024,0.18511317614242004,Moderate,Low
2018-06-15,CORN.CSV,361.25,-0.004820936639118423,0.2348077182263966,0.18397365503039342,Moderate,Low
2018-06-18,CORN.CSV,356.0,-0.01453287197231834,0.23702231593757414,0.18538238340328847,Moderate,Low
2018-06-19,CORN.CSV,353.75,-0.006320224719101097,0.235230364194111,0.18564236824758415,Moderate,Low
2018-06-20,CORN.CSV,354.25,0.001413427561837377,0.23410482550775674,0.1848968282421145,Moderate,Low
2018-06-21,CORN.CSV,357.0,0.007762879322512406,0.23636418542430174,0.1838755038112267,Moderate,Low
2018-06-22,CORN.CSV,357.25,0.0007002801120448154,0.2364562374217803,0.18388066297171626,Moderate,Low
2018-06-25,CORN.CSV,350.5,-0.01889433170048982,0.23929154815703574,0.18649101205297622,Moderate,Low
2018-06-26,CORN.CSV,352.5,0.005706134094151105,0.24072419459028696,0.1867520517484946,Moderate,Low
2018-06-27,CORN.CSV,352.5,0.0,0.21367074479715487,0.18675265406532865,Moderate,Low
2018-06-28,CORN.CSV,345.0,-0.021276595744680882,0.21912753807849378,0.18981888494392865,Moderate,Low
2018-06-29,CORN.CSV,350.25,0.01521739130434785,0.22596839924780077,0.19163995172170012,Moderate,Low
2018-07-02,CORN.CSV,337.5,-0.036402569593147804,0.2346337049719047,0.2007933477132599,Moderate,Moderate
2018-07-03,CORN.CSV,342.75,0.015555555555555545,0.24203185575721678,0.20265659511609493,Moderate,Moderate
2018-07-05,CORN.CSV,343.5,0.002188183807439792,0.2411453748798933,0.2023887576053702,Moderate,Moderate
2018-07-06,CORN.CSV,351.75,0.024017467248908186,0.25243675022101775,0.2063344406420557,Moderate,Moderate
2018-07-09,CORN.CSV,345.75,-0.017057569296375252,0.25443738394583165,0.20728120998544616,Moderate,Moderate
2018-07-10,CORN.CSV,339.75,-0.017353579175705014,0.2552349831479497,0.2080796276020999,Moderate,Moderate
2018-07-11,CORN.CSV,331.25,-0.025018395879323085,0.2600470222496874,0.21184257982294058,Moderate,Moderate
2018-07-12,CORN.CSV,336.5,0.01584905660377367,0.2657768269605109,0.21369246026163494,Moderate,Moderate
2018-07-13,CORN.CSV,330.25,-0.01857355126300153,0.2678800400335763,0.2154679343202528,Moderate,Moderate
2018-07-16,CORN.CSV,341.75,0.03482210446631351,0.29249583488572106,0.22385816837397424,Moderate,Moderate
2018-07-17,CORN.CSV,346.25,0.013167520117044695,0.2882808660930555,0.22304121182078265,Moderate,Moderate
2018-07-18,CORN.CSV,347.25,0.002888086642599319,0.2870040394437371,0.22290458710423994,Moderate,Moderate
2018-07-19,CORN.CSV,351.25,0.011519078473722022,0.2880433200971388,0.2237770561715394,Moderate,Moderate
2018-07-20,CORN.CSV,355.25,0.011387900355871894,0.29058674581774446,0.22461686198143146,Moderate,Moderate
2018-07-23,CORN.CSV,357.25,0.005629838142153343,0.29090747385991955,0.224749017705478,Moderate,Moderate
2018-07-24,CORN.CSV,352.0,-0.01469559132260323,0.28306571413683485,0.22541747058313796,Moderate,Moderate
2018-07-25,CORN.CSV,359.25,0.02059659090909083,0.2772508160510995,0.22769919382302373,Moderate,Moderate
2018-07-26,CORN.CSV,361.5,0.006263048016701411,0.2780442587545439,0.22553358915588412,Moderate,Moderate
2018-07-27,CORN.CSV,362.0,0.0013831258644536604,0.2594008903109914,0.22554441093200817,Moderate,Moderate
2018-07-30,CORN.CSV,367.25,0.014502762430939287,0.26228580841277366,0.22688323243604233,Moderate,Moderate
2018-07-31,CORN.CSV,372.25,0.013614703880190593,0.2607803596332122,0.22800232271204637,Moderate,Moderate
2018-08-01,CORN.CSV,365.0,-0.019476158495634666,0.2669750214615354,0.23023950566762727,Moderate,Moderate
2018-08-02,CORN.CSV,366.75,0.004794520547945158,0.26718033891940784,0.2299553580893324,Moderate,Moderate
2018-08-03,CORN.CSV,369.75,0.008179959100204526,0.2672708089098185,0.23037380046278766,Moderate,Moderate
2018-08-06,CORN.CSV,371.0,0.0033806626098715764,0.2673307557303808,0.23043284883095783,Moderate,Moderate
2018-08-07,CORN.CSV,370.75,-0.0006738544474393926,0.26043985425224075,0.22121962719151067,Moderate,Moderate
2018-08-08,CORN.CSV,371.25,0.0013486176668915384,0.26020778515891424,0.22123369836424545,Moderate,Moderate
2018-08-09,CORN.CSV,369.25,-0.005387205387205385,0.26100948758545883,0.22130637850426751,Moderate,Moderate
2018-08-10,CORN.CSV,357.75,-0.03114421123899802,0.26996423646316053,0.22501528808692844,Moderate,Moderate
2018-08-13,CORN.CSV,356.5,-0.0034940600978337066,0.26704376392864554,0.22169477264228712,Moderate,Moderate
2018-08-14,CORN.CSV,362.25,0.016129032258064502,0.2461600443550253,0.22349354090712836,Moderate,Moderate
2018-08-15,CORN.CSV,361.5,-0.0020703933747412417,0.24330733773835972,0.22323611838931426,Moderate,Moderate
2018-08-16,CORN.CSV,365.25,0.010373443983402453,0.24454770879661072,0.22394783487613726,Moderate,Moderate
2018-08-17,CORN.CSV,364.25,-0.002737850787132068,0.23591271990709733,0.22380669937675585,Moderate,Moderate
2018-08-20,CORN.CSV,362.0,-0.006177076183939589,0.23061501688804206,0.22383291949879996,Moderate,Moderate
2018-08-21,CORN.CSV,359.75,-0.006215469613259694,0.2248329161909508,0.22381757556025703,Moderate,Moderate
2018-08-22,CORN.CSV,352.5,-0.020152883947185507,0.2201444332948212,0.22568359980433933,Moderate,Moderate
2018-08-23,CORN.CSV,346.75,-0.01631205673758862,0.22249716469921474,0.22701857959643984,Moderate,Moderate
2018-08-24,CORN.CSV,348.5,0.005046863734679219,0.21474915372515538,0.22682568496212244,Moderate,Moderate
2018-08-27,CORN.CSV,346.75,-0.005021520803443313,0.19142493604901886,0.22691160107749192,Low,Moderate
2018-08-28,CORN.CSV,341.0,-0.016582552271088735,0.19379602476124616,0.22730665045097953,Low,Moderate
2018-08-29,CORN.CSV,341.25,0.0007331378299120228,0.1935752742030053,0.2270757461488402,Low,Moderate
2018-08-30,CORN.CSV,341.0,-0.00073260073260073,0.19018742848168282,0.22664051201555163,Low,Moderate
2018-08-31,CORN.CSV,351.0,0.029325513196480912,0.20666394946477748,0.23099056057048623,Moderate,Moderate
2018-09-04,CORN.CSV,354.5,0.009971509971509862,0.2081278556516573,0.23171320183063782,Moderate,Moderate
2018-09-05,CORN.CSV,351.75,-0.007757404795486589,0.2048672272247089,0.23138641944164742,Moderate,Moderate
2018-09-06,CORN.CSV,353.5,0.004975124378109541,0.19607171712038576,0.2311399901671055,Low,Moderate
2018-09-07,CORN.CSV,354.25,0.0021216407355020284,0.19520252810020694,0.23033010514298788,Low,Moderate
2018-09-10,CORN.CSV,355.5,0.003528581510232831,0.19549093040552587,0.23045949435257543,Low,Moderate
2018-09-11,CORN.CSV,355.25,-0.0007032348804500987,0.19022667023254455,0.2298474165451786,Low,Moderate
2018-09-12,CORN.CSV,341.5,-0.03870513722730473,0.2141433132186735,0.2382619678060898,Moderate,Moderate
2018-09-13,CORN.CSV,336.25,-0.015373352855051259,0.21167979944995802,0.2385053290067351,Moderate,Moderate
2018-09-14,CORN.CSV,337.0,0.0022304832713755385,0.21102623984040417,0.23827221831372244,Moderate,Moderate
2018-09-17,CORN.CSV,348.0,0.03264094955489605,0.23280048688531893,0.24508846695857475,Moderate,Moderate
2018-09-18,CORN.CSV,343.25,-0.013649425287356354,0.23465943163528166,0.245949106526877,Moderate,Moderate
2018-09-19,CORN.CSV,345.75,0.007283321194464731,0.23631966143312735,0.24563445580110338,Moderate,Moderate
2018-09-20,CORN.CSV,352.5,0.01952277657266821,0.24443342628639209,0.2480678277183206,Moderate,Moderate
2018-09-21,CORN.CSV,357.25,0.013475177304964614,0.24798886735814946,0.24215685132994053,Moderate,Moderate
2018-09-24,CORN.CSV,360.5,0.009097270818754444,0.2323940502286701,0.24253007863149903,Moderate,Moderate
2018-09-25,CORN.CSV,363.75,0.009015256588072118,0.23341761983006956,0.24262127204995707,Moderate,Moderate
2018-09-26,CORN.CSV,363.0,-0.0020618556701030855,0.22893147639563433,0.24045407243631714,Moderate,Moderate
2018-09-27,CORN.CSV,364.75,0.004820936639118534,0.22921662950927663,0.2406385124076274,Moderate,Moderate
2018-09-28,CORN.CSV,356.25,-0.023303632625085724,0.23712736207823792,0.24329333619530835,Moderate,Moderate
2018-10-01,CORN.CSV,365.75,0.026666666666666616,0.24992542798870326,0.24714514389040604,Moderate,Moderate
2018-10-02,CORN.CSV,367.5,0.004784688995215225,0.2494921693894045,0.24683404120574112,Moderate,Moderate
2018-10-03,CORN.CSV,364.75,-0.007482993197278964,0.2498208659650094,0.2469116481841851,Moderate,Moderate
2018-10-04,CORN.CSV,367.5,0.007539410555174708,0.24263948333313826,0.24622642651850563,Moderate,Moderate
2018-10-05,CORN.CSV,368.25,0.0020408163265306367,0.23668743219710295,0.2448798867201467,Moderate,Moderate
2018-10-08,CORN.CSV,366.5,-0.004752206381534285,0.2373356348313558,0.244955696231886,Moderate,Moderate
2018-10-09,CORN.CSV,364.5,-0.00545702592087316,0.23744754863508852,0.24490209506192456,Moderate,Moderate
2018-10-10,CORN.CSV,362.75,-0.004801097393689946,0.231924054615835,0.24078622295642343,Moderate,Moderate
2018-10-11,CORN.CSV,369.25,0.01791867677463821,0.23630818195478676,0.24234742231058218,Moderate,Moderate
2018-10-12,CORN.CSV,373.75,0.012186865267433955,0.23762170185247602,0.24206601986235823,Moderate,Moderate
2018-10-15,CORN.CSV,378.25,0.012040133779264162,0.22608962808573235,0.24273348685127955,Moderate,Moderate
2018-10-16,CORN.CSV,375.25,-0.007931262392597449,0.22696541979266846,0.24302261035371683,Moderate,Moderate
2018-10-17,CORN.CSV,374.25,-0.0026648900732845204,0.22553899173523953,0.23846702948631945,Moderate,Moderate
2018-10-18,CORN.CSV,370.75,-0.009352037408149605,0.22779993671558904,0.23437730875133403,Moderate,Moderate
2018-10-19,CORN.CSV,367.0,-0.01011463250168576,0.23034441011120302,0.23488996285085653,Moderate,Moderate
2018-10-22,CORN.CSV,369.5,0.006811989100817373,0.230818852561754,0.22782387721332928,Moderate,Moderate
2018-10-23,CORN.CSV,370.25,0.002029769959404515,0.23073930134491866,0.22767628425362318,Moderate,Moderate
2018-10-24,CORN.CSV,368.25,-0.00540175557056044,0.19823564737741592,0.22649295419061008,Low,Moderate
2018-10-25,CORN.CSV,361.0,-0.019687712152070658,0.20199202270433605,0.22872236802065257,Moderate,Moderate
2018-10-26,CORN.CSV,367.75,0.018698060941828354,0.2074039582144578,0.2307740390959372,Moderate,Moderate
2018-10-29,CORN.CSV,366.75,-0.002719238613188346,0.18788843333786084,0.2305089929362432,Low,Moderate
2018-10-30,CORN.CSV,364.75,-0.005453306066803054,0.1834749649418085,0.23071648100072042,Low,Moderate
2018-10-31,CORN.CSV,363.25,-0.004112405757368043,0.18364555517826264,0.22854364765423935,Low,Moderate
2018-11-01,CORN.CSV,366.75,0.009635237439779676,0.17744373858469692,0.22889138765982286,Low,Moderate
2018-11-02,CORN.CSV,371.25,0.012269938650306678,0.17676305982383947,0.22972821196284696,Low,Moderate
2018-11-05,CORN.CSV,374.0,0.007407407407407307,0.17618571008217135,0.22696326928193059,Low,Moderate
2018-11-06,CORN.CSV,373.25,-0.00200534759358284,0.1748747042204031,0.22573454385163577,Low,Moderate
2018-11-07,CORN.CSV,372.25,-0.0026791694574681557,0.17497524354161131,0.21687413440299322,Low,Moderate
2018-11-08,CORN.CSV,373.5,0.00335795836131636,0.17474142240869614,0.21554147189355277,Low,Moderate
2018-11-09,CORN.CSV,369.75,-0.010040160642570295,0.16261880347858165,0.21632785964603035,Low,Moderate
2018-11-12,CORN.CSV,371.25,0.0040567951318457585,0.14411045742764342,0.21284130438478666,Low,Moderate
2018-11-13,CORN.CSV,366.5,-0.012794612794612803,0.1485465627858141,0.21195258277159212,Low,Moderate
2018-11-14,CORN.CSV,367.0,0.0013642564802183177,0.14690292607726763,0.20973184146330826,Low,Moderate
2018-11-15,CORN.CSV,367.5,0.0013623978201635634,0.14532050565892174,0.20507928889488408,Low,Moderate
2018-11-16,CORN.CSV,364.75,-0.007482993197278964,0.14679529520639117,0.20408613097773592,Low,Moderate
2018-11-19,CORN.CSV,362.25,-0.006854009595613442,0.1474768990071962,0.20183695744560026,Low,Moderate
2018-11-20,CORN.CSV,361.25,-0.002760524499654915,0.1468708401319092,0.1936950068683091,Low,Low
2018-11-21,CORN.CSV,361.75,0.0013840830449827202,0.14630090311492533,0.19254598900881645,Low,Low
2018-11-23,CORN.CSV,359.0,-0.007601935038009655,0.13749464932086986,0.19298639094328202,Low,Low
2018-11-26,CORN.CSV,356.0,-0.00835654596100277,0.1333297769552592,0.1926219159077181,Low,Low
2018-11-27,CORN.CSV,356.5,0.001404494382022392,0.1273116872873661,0.1917055456183576,Low,Low
2018-11-28,CORN.CSV,360.5,0.011220196353436185,0.13151202189423078,0.19238822401085223,Low,Low
2018-11-29,CORN.CSV,360.25,-0.0006934812760055475,0.13145867976969372,0.19074379022123258,Low,Low
2018-11-30,CORN.CSV,366.5,0.017349063150589927,0.13965799547760546,0.1898420164306859,Low,Low
2018-12-03,CORN.CSV,371.25,0.012960436562073685,0.1416328241761494,0.1907669149654306,Low,Low
2018-12-04,CORN.CSV,374.25,0.008080808080808133,0.1421769335924458,0.19119662941113263,Low,Low
2018-12-06,CORN.CSV,372.0,-0.006012024048096198,0.14331350739785056,0.19000269000791292,Low,Low
2018-12-07,CORN.CSV,374.0,0.005376344086021501,0.14305914736042066,0.18885407605939614,Low,Low
2018-12-10,CORN.CSV,374.25,0.0006684491978610207,0.1295568816999807,0.18592038163387345,Low,Low
2018-12-11,CORN.CSV,375.0,0.002004008016031955,0.1185715989724714,0.18578992090839852,Low,Low
2018-12-12,CORN.CSV,376.25,0.0033333333333334103,0.11836218245991573,0.18538555657090985,Low,Low
2018-12-13,CORN.CSV,375.5,-0.001993355481727521,0.11717233431442799,0.18534760432308028,Low,Low
2018-12-14,CORN.CSV,376.75,0.0033288948069241098,0.11633563952096136,0.18541508852400376,Low,Low
2018-12-19,CORN.CSV,381.75,0.013271400132714106,0.11906041449645914,0.18668485048052955,Low,Low
2018-12-20,CORN.CSV,375.25,-0.017026850032743956,0.12582676800592252,0.18870775868566264,Low,Low
2018-12-21,CORN.CSV,378.5,0.008660892738174608,0.126485166550547,0.1815780993756595,Low,Low
2018-12-24,CORN.CSV,377.75,-0.0019815059445178473,0.12648119733733898,0.18149700260840612,Low,Low
2018-12-26,CORN.CSV,373.25,-0.01191264063534081,0.13119687568019542,0.1808151036904291,Low,Low
2018-12-27,CORN.CSV,374.5,0.0033489618218351946,0.13119495029484754,0.18083314356323407,Low,Low
2018-12-28,CORN.CSV,375.5,0.002670226969292422,0.12776673591994278,0.18009493598287832,Low,Low
2018-12-31,CORN.CSV,375.0,-0.0013315579227696217,0.12743405721002285,0.18004156092055995,Low,Low
2019-01-02,CORN.CSV,375.75,0.0020000000000000018,0.12121931989332982,0.17971709653606885,Low,Low
2019-01-03,CORN.CSV,379.75,0.010645375914837052,0.12449551000675896,0.18015317617729842,Low,Low
2019-01-04,CORN.CSV,383.0,0.008558262014483287,0.12632619540093615,0.1771398484166691,Low,Low
2019-01-07,CORN.CSV,382.25,-0.001958224543080922,0.12393934354383687,0.1747841786834663,Low,Low
2019-01-08,CORN.CSV,380.0,-0.005886200130804431,0.12339673989354358,0.17505008316623788,Low,Low
2019-01-09,CORN.CSV,382.0,0.0052631578947368585,0.12310969543708065,0.17489057800262428,Low,Low
2019-01-10,CORN.CSV,376.25,-0.015052356020942459,0.1325538924393316,0.1744698528622444,Low,Low
2019-01-11,CORN.CSV,378.25,0.0053156146179402786,0.130244796338798,0.17460705236142965,Low,Low
2019-01-14,CORN.CSV,378.5,0.0006609385327165374,0.1267238491997789,0.17457885180931373,Low,Low
2019-01-15,CORN.CSV,371.25,-0.01915455746367234,0.14088734403810582,0.17129663552149527,Low,Low
2019-01-16,CORN.CSV,374.0,0.007407407407407307,0.13899641354328895,0.17095626989497464,Low,Low
2019-01-17,CORN.CSV,380.0,0.016042780748663166,0.14527108263969984,0.1722748299378045,Low,Low
2019-01-18,CORN.CSV,381.75,0.004605263157894779,0.13794493681607595,0.17225127110915714,Low,Low
2019-01-22,CORN.CSV,379.0,-0.007203667321545537,0.13561602164766984,0.1727719925443473,Low,Low
2019-01-23,CORN.CSV,378.75,-0.0006596306068601399,0.13385048503318425,0.17272747905649152,Low,Low
2019-01-24,CORN.CSV,377.0,-0.0046204620462045876,0.13332798105857546,0.17294585092405113,Low,Low
2019-01-25,CORN.CSV,380.25,0.008620689655172376,0.13468809133102436,0.16004903115584793,Low,Low
2019-01-28,CORN.CSV,379.75,-0.0013149243918474385,0.1348003520983015,0.15762632827694883,Low,Low
2019-01-29,CORN.CSV,377.25,-0.006583278472679366,0.13626919590876627,0.1581840184256573,Low,Low
2019-01-30,CORN.CSV,381.25,0.01060304837640813,0.13930060339590097,0.14990383692061593,Low,Low
2019-01-31,CORN.CSV,376.5,-0.012459016393442601,0.1441322888215059,0.14958602616171204,Low,Low
2019-02-01,CORN.CSV,378.25,0.004648074369189903,0.1444372042027587,0.149340975507486,Low,Low
